Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,Url
2018,Montpellier,Ligue 1,Giovanni Sio,CIV,FW,28,1989,33,27,2193,24.4,10,3,10,0,1,5,1,0.41,0.12,0.53,0.41,0.53,https://fbref.com/en/players/0fe7f7bc/Giovanni-Sio
2019,Düsseldorf,Bundesliga,Dodi Lukebakio,BEL,"FW,MF",20,1997,31,22,1972,21.9,10,3,6,4,6,6,0,0.46,0.14,0.59,0.27,0.41,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio
2019,Freiburg,Bundesliga,Nils Petersen,GER,FW,29,1988,24,20,1929,21.4,10,3,9,1,2,0,0,0.47,0.14,0.61,0.42,0.56,https://fbref.com/en/players/f93e6e94/Nils-Petersen
2020,Betis,La Liga,Loren Morón,ESP,FW,25,1993,36,21,2031,22.6,10,3,10,0,0,2,1,0.44,0.13,0.58,0.44,0.58,https://fbref.com/en/players/3aa4a3be/Loren-Moron
2020,Brighton,Premier League,Neal Maupay,FRA,FW,22,1996,37,30,2766,30.7,10,3,9,1,2,3,0,0.33,0.1,0.42,0.29,0.39,https://fbref.com/en/players/4bcf39f6/Neal-Maupay
2020,Getafe,La Liga,Ángel Rodríguez,ESP,FW,32,1987,32,9,1407,15.6,10,3,9,1,1,6,0,0.64,0.19,0.83,0.58,0.77,https://fbref.com/en/players/8cfc2f69/Angel-Rodriguez
2020,Granada,La Liga,Carlos Fernández,ESP,"FW,MF",23,1996,34,21,2201,24.5,10,3,9,1,1,8,0,0.41,0.12,0.53,0.37,0.49,https://fbref.com/en/players/e08647d6/Carlos-Fernandez
2020,Saint-Étienne,Ligue 1,Denis Bouanga,GAB,"FW,DF",24,1994,26,23,2042,22.7,10,3,7,3,3,4,0,0.44,0.13,0.57,0.31,0.44,https://fbref.com/en/players/0b0cbe5b/Denis-Bouanga
2020,West Ham,Premier League,Michail Antonio,JAM,FW,29,1990,24,19,1768,19.6,10,3,9,1,1,3,0,0.51,0.15,0.66,0.46,0.61,https://fbref.com/en/players/ac05f970/Michail-Antonio
2021,Arsenal,Premier League,Pierre-Emerick Aubameyang,GAB,FW,31,1989,29,26,2332,25.9,10,3,8,2,2,2,0,0.39,0.12,0.5,0.31,0.42,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang
2021,Lyon,Ligue 1,Tino Kadewere,ZIM,FW,24,1996,33,24,2009,22.3,10,3,10,0,0,4,0,0.45,0.13,0.58,0.45,0.58,https://fbref.com/en/players/7d08063d/Tino-Kadewere
2021,Manchester Utd,Premier League,Edinson Cavani,URU,FW,33,1987,26,13,1375,15.3,10,3,10,0,0,4,0,0.65,0.2,0.85,0.65,0.85,https://fbref.com/en/players/527f063d/Edinson-Cavani
2021,Napoli,Serie A,Victor Osimhen,NGA,FW,21,1998,24,16,1573,17.5,10,3,10,0,0,4,0,0.57,0.17,0.74,0.57,0.74,https://fbref.com/en/players/8c90fd7a/Victor-Osimhen
2021,Roma,Serie A,Borja Mayoral,ESP,FW,23,1997,31,18,1551,17.2,10,3,10,0,0,1,0,0.58,0.17,0.75,0.58,0.75,https://fbref.com/en/players/64e8ed6d/Borja-Mayoral
2010,Freiburg,Bundesliga,Mohammadou Idrissou,CMR,FW,29,1980,30,30,2654,29.5,9,3,9,0,0,7,0,0.31,0.1,0.41,0.31,0.41,https://fbref.com/en/players/97c8a1a7/Mohammadou-Idrissou
2010,Hannover 96,Bundesliga,Didier Ya Konan,CIV,"FW,MF",25,1984,25,24,2005,22.3,9,3,9,0,0,5,1,0.4,0.13,0.54,0.4,0.54,https://fbref.com/en/players/1f73c654/Didier-Ya-Konan
2010,Juventus,Serie A,Alessandro Del Piero,ITA,"FW,MF",34,1974,23,18,1532,17,9,3,6,3,3,3,0,0.53,0.18,0.7,0.35,0.53,https://fbref.com/en/players/80bc263c/Alessandro-Del-Piero
2010,Liverpool,Premier League,Dirk Kuyt,NED,"DF,FW",29,1980,37,35,3003,33.4,9,3,8,1,1,3,0,0.27,0.09,0.36,0.24,0.33,https://fbref.com/en/players/cd53ecf4/Dirk-Kuyt
2010,Sunderland,Premier League,Kenwyne Jones,TRI,FW,24,1984,32,24,2182,24.2,9,3,8,1,1,1,1,0.37,0.12,0.49,0.33,0.45,https://fbref.com/en/players/5f3b634e/Kenwyne-Jones
2011,Everton,Premier League,Tim Cahill,AUS,"FW,MF",30,1979,27,22,2016,22.4,9,3,9,0,0,4,0,0.4,0.13,0.54,0.4,0.54,https://fbref.com/en/players/e5a2dfc2/Tim-Cahill
2011,Liverpool,Premier League,Fernando Torres,ESP,FW,26,1984,23,22,1891,21,9,3,9,0,0,6,0,0.43,0.14,0.57,0.43,0.57,https://fbref.com/en/players/bdf7b97d/Fernando-Torres
2011,Werder Bremen,Bundesliga,Claudio Pizarro,PER,FW,31,1978,22,20,1756,19.5,9,3,9,0,0,5,0,0.46,0.15,0.62,0.46,0.62,https://fbref.com/en/players/54b6ee79/Claudio-Pizarro
2012,Dijon,Ligue 1,Brice Jovial,,FW,27,1984,30,22,1886,21,9,3,9,0,0,6,0,0.43,0.14,0.57,0.43,0.57,https://fbref.com/en/players/c8086ccb/Brice-Jovial
2012,Hoffenheim,Bundesliga,Sejad Salihović,BIH,"DF,MF",26,1984,23,21,1800,20,9,3,2,7,8,8,0,0.45,0.15,0.6,0.1,0.25,https://fbref.com/en/players/a4e14205/Sejad-Salihovic
2012,Nürnberg,Bundesliga,Tomáš Pekhart,CZE,FW,22,1989,31,29,2536,28.2,9,3,9,0,0,7,1,0.32,0.11,0.43,0.32,0.43,https://fbref.com/en/players/20dbf9e0/Tomas-Pekhart
2012,Sporting Gijón,La Liga,David Barral,ESP,FW,28,1983,30,26,2240,24.9,9,3,9,0,0,9,0,0.36,0.12,0.48,0.36,0.48,https://fbref.com/en/players/d99f9282/David-Barral
2012,Villarreal,La Liga,Marco Ruben,ARG,FW,24,1986,31,26,2269,25.2,9,3,8,1,2,8,0,0.36,0.12,0.48,0.32,0.44,https://fbref.com/en/players/30795728/Marco-Ruben
2013,Aston Villa,Premier League,Gabby Agbonlahor,ENG,"FW,MF",25,1986,28,24,2187,24.3,9,3,9,0,0,4,0,0.37,0.12,0.49,0.37,0.49,https://fbref.com/en/players/db80f5f1/Gabby-Agbonlahor
2013,Espanyol,La Liga,Joan Verdú,ESP,MF,29,1983,37,36,3083,34.3,9,3,5,4,4,7,0,0.26,0.09,0.35,0.15,0.23,https://fbref.com/en/players/61508522/Joan-Verdu
2013,Marseille,Ligue 1,André Ayew,GHA,"FW,MF",22,1989,35,35,3104,34.5,9,3,8,1,2,4,1,0.26,0.09,0.35,0.23,0.32,https://fbref.com/en/players/5dbefa9d/Andre-Ayew
2013,Real Sociedad,La Liga,Xabi Prieto,ESP,MF,28,1983,35,33,2836,31.5,9,3,6,3,3,2,0,0.29,0.1,0.38,0.19,0.29,https://fbref.com/en/players/d054d8b0/Xabi-Prieto
2013,Zaragoza,La Liga,Apoño,ESP,MF,28,1984,32,29,2553,28.4,9,3,2,7,7,10,0,0.32,0.11,0.42,0.07,0.18,https://fbref.com/en/players/02503ca3/Apono
2014,Atlético Madrid,La Liga,Raúl García,ESP,"FW,MF",27,1986,34,18,1703,18.9,9,3,9,0,0,10,0,0.48,0.16,0.63,0.48,0.63,https://fbref.com/en/players/b418dbd4/Raul-Garcia
2014,Evian,Ligue 1,Daniel Wass,DEN,"DF,MF",24,1989,38,37,3214,35.7,9,3,9,0,0,1,0,0.25,0.08,0.34,0.25,0.34,https://fbref.com/en/players/d83bbc54/Daniel-Wass
2014,Mainz 05,Bundesliga,Nicolai Müller,GER,"FW,MF",25,1987,26,22,2003,22.3,9,3,9,0,0,6,0,0.4,0.13,0.54,0.4,0.54,https://fbref.com/en/players/5e1df051/Nicolai-Muller
2014,Manchester City,Premier League,Álvaro Negredo,ESP,FW,27,1985,32,21,1723,19.1,9,3,9,0,0,1,0,0.47,0.16,0.63,0.47,0.63,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo
2014,Valenciennes,Ligue 1,Abdul Majeed Waris,GHA,"FW,MF",21,1991,16,16,1385,15.4,9,3,7,2,3,2,0,0.58,0.19,0.78,0.45,0.65,https://fbref.com/en/players/46907171/Abdul-Majeed-Waris
2015,Chievo,Serie A,Alberto Paloschi,ITA,FW,24,1990,37,30,2626,29.2,9,3,9,0,1,2,0,0.31,0.1,0.41,0.31,0.41,https://fbref.com/en/players/b5cae4e6/Alberto-Paloschi
2015,Eibar,La Liga,Mikel Arruabarrena,ESP,FW,31,1983,34,29,2539,28.2,9,3,7,2,2,10,0,0.32,0.11,0.43,0.25,0.35,https://fbref.com/en/players/ad0c4ebb/Mikel-Arruabarrena
2015,Espanyol,La Liga,Felipe Caicedo,ECU,"FW,MF",25,1988,35,25,1887,21,9,3,9,0,0,2,0,0.43,0.14,0.57,0.43,0.57,https://fbref.com/en/players/93b891d1/Felipe-Caicedo
2015,Lille,Ligue 1,Nolan Roux,FRA,"FW,MF",26,1988,33,29,2351,26.1,9,3,8,1,1,2,0,0.34,0.11,0.46,0.31,0.42,https://fbref.com/en/players/3071a619/Nolan-Roux
2015,Monaco,Ligue 1,Anthony Martial,FRA,"FW,MF",18,1995,35,19,1820,20.2,9,3,8,1,2,1,0,0.45,0.15,0.59,0.4,0.54,https://fbref.com/en/players/8b788c01/Anthony-Martial
2015,Monaco,Ligue 1,Bernardo Silva,POR,"FW,MF",19,1994,32,25,2281,25.3,9,3,9,0,0,1,0,0.36,0.12,0.47,0.36,0.47,https://fbref.com/en/players/3eb22ec9/Bernardo-Silva
2015,Real Sociedad,La Liga,Carlos Vela,MEX,"FW,MF",25,1989,29,23,2056,22.8,9,3,8,1,1,5,0,0.39,0.13,0.53,0.35,0.48,https://fbref.com/en/players/e0cd04e0/Carlos-Vela
2015,Sampdoria,Serie A,Éder,ITA,FW,27,1986,30,28,2358,26.2,9,3,8,1,1,4,0,0.34,0.11,0.46,0.31,0.42,https://fbref.com/en/players/5a325298/Eder
2015,Schalke 04,Bundesliga,Klaas-Jan Huntelaar,NED,FW,30,1983,28,27,2436,27.1,9,3,9,0,0,5,1,0.33,0.11,0.44,0.33,0.44,https://fbref.com/en/players/5042e5c2/Klaas-Jan-Huntelaar
2015,Werder Bremen,Bundesliga,Davie Selke,GER,FW,19,1995,30,22,1984,22,9,3,9,0,0,4,0,0.41,0.14,0.54,0.41,0.54,https://fbref.com/en/players/1238a3f9/Davie-Selke
2016,Leverkusen,Bundesliga,Julian Brandt,GER,"MF,FW",19,1996,29,18,1618,18,9,3,9,0,0,0,0,0.5,0.17,0.67,0.5,0.67,https://fbref.com/en/players/a167537f/Julian-Brandt
2016,Liverpool,Premier League,Christian Benteke,BEL,FW,24,1990,29,14,1529,17,9,3,8,1,1,2,0,0.53,0.18,0.71,0.47,0.65,https://fbref.com/en/players/ab070c55/Christian-Benteke
2016,Rennes,Ligue 1,Kamil Grosicki,POL,"MF,FW",27,1988,33,14,1536,17.1,9,3,9,0,0,2,0,0.53,0.18,0.7,0.53,0.7,https://fbref.com/en/players/81d8091f/Kamil-Grosicki
2016,Wolfsburg,Bundesliga,André Schürrle,GER,"MF,FW",24,1990,29,21,1906,21.2,9,3,9,0,0,5,0,0.42,0.14,0.57,0.42,0.57,https://fbref.com/en/players/ecbb3fdf/Andre-Schurrle
2017,Burnley,Premier League,Andre Gray,JAM,FW,25,1991,32,26,2259,25.1,9,3,7,2,2,2,0,0.36,0.12,0.48,0.28,0.4,https://fbref.com/en/players/c24dba2a/Andre-Gray
2017,Caen,Ligue 1,Ronny Rodelin,FRA,"MF,FW",26,1989,37,31,2955,32.8,9,3,8,1,1,4,0,0.27,0.09,0.37,0.24,0.34,https://fbref.com/en/players/1f8c7aa9/Ronny-Rodelin
2017,Dijon,Ligue 1,Júlio Tavares,CPV,FW,27,1988,35,31,2760,30.7,9,3,7,2,2,3,0,0.29,0.1,0.39,0.23,0.33,https://fbref.com/en/players/d520120b/Julio-Tavares
2017,Sporting Gijón,La Liga,Duje Čop,CRO,FW,26,1990,31,27,2273,25.3,9,3,6,3,4,7,0,0.36,0.12,0.48,0.24,0.36,https://fbref.com/en/players/8b0b02c9/Duje-Cop
2017,West Ham,Premier League,Michail Antonio,JAM,"MF,FW",26,1990,29,29,2434,27,9,3,9,0,0,5,2,0.33,0.11,0.44,0.33,0.44,https://fbref.com/en/players/ac05f970/Michail-Antonio
2018,Crystal Palace,Premier League,Wilfried Zaha,CIV,"FW,MF",24,1992,29,28,2549,28.3,9,3,9,0,0,5,0,0.32,0.11,0.42,0.32,0.42,https://fbref.com/en/players/b2bc3b1f/Wilfried-Zaha
2018,Las Palmas,La Liga,Jonathan Calleri,ARG,FW,23,1993,37,34,3109,34.5,9,3,4,5,5,7,0,0.26,0.09,0.35,0.12,0.2,https://fbref.com/en/players/6922f806/Jonathan-Calleri
2018,Leverkusen,Bundesliga,Julian Brandt,GER,"FW,MF",21,1996,34,26,2326,25.8,9,3,9,0,0,0,0,0.35,0.12,0.46,0.35,0.46,https://fbref.com/en/players/a167537f/Julian-Brandt
2018,Marseille,Ligue 1,Lucas Ocampos,ARG,"FW,MF",23,1994,31,23,2038,22.6,9,3,9,0,0,6,1,0.4,0.13,0.53,0.4,0.53,https://fbref.com/en/players/a08b974a/Lucas-Ocampos
2018,Sevilla,La Liga,Wissam Ben Yedder,FRA,FW,26,1990,25,18,1700,18.9,9,3,8,1,1,2,1,0.48,0.16,0.64,0.42,0.58,https://fbref.com/en/players/942b4f90/Wissam-Ben-Yedder
2019,Athletic Club,La Liga,Raúl García,ESP,"MF,FW",32,1986,33,27,2369,26.3,9,3,7,2,4,12,0,0.34,0.11,0.46,0.27,0.38,https://fbref.com/en/players/b418dbd4/Raul-Garcia
2019,Leverkusen,Bundesliga,Lucas Alario,ARG,FW,25,1992,27,11,1265,14.1,9,3,9,0,0,1,0,0.64,0.21,0.85,0.64,0.85,https://fbref.com/en/players/834d0be5/Lucas-Alario
2020,M'Gladbach,Bundesliga,Lars Stindl,GER,"MF,FW",30,1988,25,14,1432,15.9,9,3,7,2,2,4,0,0.57,0.19,0.75,0.44,0.63,https://fbref.com/en/players/7cd6badb/Lars-Stindl
2020,Montpellier,Ligue 1,Andy Delort,ALG,FW,27,1991,26,26,2280,25.3,9,3,9,0,2,5,0,0.36,0.12,0.47,0.36,0.47,https://fbref.com/en/players/d33c706e/Andy-Delort
2021,Strasbourg,Ligue 1,Habib Diallo,SEN,FW,25,1995,32,27,2322,25.8,9,3,8,1,1,2,0,0.35,0.12,0.47,0.31,0.43,https://fbref.com/en/players/6605d143/Habib-Diallo
2010,Real Madrid,La Liga,Karim Benzema,FRA,FW,21,1987,27,14,1312,14.6,8,3,8,0,0,0,0,0.55,0.21,0.75,0.55,0.75,https://fbref.com/en/players/70d74ece/Karim-Benzema
2011,Juventus,Serie A,Alessandro Del Piero,ITA,"FW,MF",35,1974,33,19,1823,20.3,8,3,5,3,3,0,0,0.39,0.15,0.54,0.25,0.39,https://fbref.com/en/players/80bc263c/Alessandro-Del-Piero
2011,La Coruña,La Liga,Adrián López,ESP,FW,22,1988,36,31,2647,29.4,8,3,6,2,2,2,0,0.27,0.1,0.37,0.2,0.31,https://fbref.com/en/players/88a359d4/Adrian-Lopez
2011,Nancy,Ligue 1,Youssouf Hadji,MAR,"FW,MF",30,1980,26,25,2244,24.9,8,3,7,1,2,2,0,0.32,0.12,0.44,0.28,0.4,https://fbref.com/en/players/6ae62163/Youssouf-Hadji
2011,Nürnberg,Bundesliga,Christian Eigler,GER,FW,26,1984,32,21,2051,22.8,8,3,8,0,0,3,1,0.35,0.13,0.48,0.35,0.48,https://fbref.com/en/players/84a56158/Christian-Eigler
2011,Wolfsburg,Bundesliga,Mario Mandžukić,CRO,"FW,MF",24,1986,24,15,1461,16.2,8,3,8,0,0,6,0,0.49,0.18,0.68,0.49,0.68,https://fbref.com/en/players/afa0d4e0/Mario-Mandzukic
2012,Bordeaux,Ligue 1,Cheick Diabaté,MLI,FW,23,1988,26,13,1292,14.4,8,3,7,1,2,4,0,0.56,0.21,0.77,0.49,0.7,https://fbref.com/en/players/95cfe655/Cheick-Diabate
2012,Nice,Ligue 1,Anthony Mounier,FRA,"FW,MF",23,1987,29,25,2239,24.9,8,3,8,0,0,6,0,0.32,0.12,0.44,0.32,0.44,https://fbref.com/en/players/d9255c9a/Anthony-Mounier
2012,Parma,Serie A,Sergio Floccari,ITA,FW,29,1981,28,24,2098,23.3,8,3,6,2,2,1,0,0.34,0.13,0.47,0.26,0.39,https://fbref.com/en/players/df301450/Sergio-Floccari
2013,Fiorentina,Serie A,Luca Toni,ITA,FW,35,1977,27,15,1320,14.7,8,3,8,0,0,2,0,0.55,0.2,0.75,0.55,0.75,https://fbref.com/en/players/dd74033b/Luca-Toni
2013,Málaga,La Liga,Javier Saviola,ARG,FW,30,1981,27,19,1542,17.1,8,3,8,0,0,1,0,0.47,0.18,0.64,0.47,0.64,https://fbref.com/en/players/de544fdb/Javier-Saviola
2013,Norwich City,Premier League,Grant Holt,ENG,FW,31,1981,34,28,2564,28.5,8,3,7,1,2,8,0,0.28,0.11,0.39,0.25,0.35,https://fbref.com/en/players/1b64c1b2/Grant-Holt
2014,Almería,La Liga,Verza,ESP,MF,26,1986,34,34,2921,32.5,8,3,1,7,7,11,0,0.25,0.09,0.34,0.03,0.12,https://fbref.com/en/players/f972b073/Verza
2014,Hannover 96,Bundesliga,Mame Biram Diouf,SEN,"FW,MF",25,1987,19,18,1461,16.2,8,3,8,0,0,3,1,0.49,0.18,0.68,0.49,0.68,https://fbref.com/en/players/7f4f3e49/Mame-Biram-Diouf
2014,Lorient,Ligue 1,Jérémie Aliadière,FRA,"FW,MF",30,1983,27,24,2056,22.8,8,3,6,2,2,0,0,0.35,0.13,0.48,0.26,0.39,https://fbref.com/en/players/68ef3d96/Jeremie-Aliadiere
2014,Marseille,Ligue 1,Florian Thauvin,FRA,"FW,MF",20,1993,31,25,2079,23.1,8,3,8,0,0,2,0,0.35,0.13,0.48,0.35,0.48,https://fbref.com/en/players/2b9fdeea/Florian-Thauvin
2014,Nantes,Ligue 1,Serge Gakpé,TOG,"FW,MF",26,1987,36,32,2760,30.7,8,3,8,0,0,3,0,0.26,0.1,0.36,0.26,0.36,https://fbref.com/en/players/cf4053e2/Serge-Gakpe
2015,Fiorentina,Serie A,Josip Iličić,SVN,"FW,MF",26,1988,25,17,1521,16.9,8,3,7,1,1,6,0,0.47,0.18,0.65,0.41,0.59,https://fbref.com/en/players/68252d6d/Josip-Ilicic
2015,Hannover 96,Bundesliga,Joselu,ESP,FW,24,1990,30,28,2474,27.5,8,3,7,1,2,4,0,0.29,0.11,0.4,0.25,0.36,https://fbref.com/en/players/6265208f/Joselu
2015,Juventus,Serie A,Paul Pogba,FRA,MF,21,1993,26,24,2108,23.4,8,3,8,0,0,4,0,0.34,0.13,0.47,0.34,0.47,https://fbref.com/en/players/867239d3/Paul-Pogba
2015,Lille,Ligue 1,Divock Origi,BEL,"FW,MF",19,1995,33,22,2152,23.9,8,3,6,2,4,0,0,0.33,0.13,0.46,0.25,0.38,https://fbref.com/en/players/43a166b4/Divock-Origi
2016,Athletic Club,La Liga,Iñaki Williams,ESP,MF,21,1994,25,21,1622,18,8,3,8,0,0,4,1,0.44,0.17,0.61,0.44,0.61,https://fbref.com/en/players/6a99e0b1/Inaki-Williams
2016,Bastia,Ligue 1,Floyd Ayité,TOG,"FW,MF",26,1988,32,30,2626,29.2,8,3,7,1,1,2,1,0.27,0.1,0.38,0.24,0.34,https://fbref.com/en/players/fd5888a0/Floyd-Ayite
2016,Bologna,Serie A,Mattia Destro,ITA,FW,24,1991,27,25,2132,23.7,8,3,6,2,3,9,0,0.34,0.13,0.46,0.25,0.38,https://fbref.com/en/players/d7d32194/Mattia-Destro
2016,Gazélec Ajaccio,Ligue 1,Mohamed Larbi,TUN,"MF,FW",27,1987,30,26,2278,25.3,8,3,7,1,1,0,0,0.32,0.12,0.43,0.28,0.4,https://fbref.com/en/players/76be043f/Mohamed-Larbi
2016,West Ham,Premier League,Michail Antonio,JAM,"MF,FW",25,1990,26,23,2057,22.9,8,3,8,0,0,3,0,0.35,0.13,0.48,0.35,0.48,https://fbref.com/en/players/ac05f970/Michail-Antonio
2017,Bologna,Serie A,Blerim Džemaili,SUI,MF,30,1986,31,29,2583,28.7,8,3,8,0,0,10,1,0.28,0.1,0.38,0.28,0.38,https://fbref.com/en/players/756959aa/Blerim-Dzemaili
2017,Milan,Serie A,Gianluca Lapadula,PER,FW,26,1990,27,12,1262,14,8,3,6,2,2,3,0,0.57,0.21,0.78,0.43,0.64,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula
2017,Nancy,Ligue 1,Issiar Dia,SEN,FW,29,1987,31,22,2000,22.2,8,3,7,1,1,3,0,0.36,0.14,0.5,0.32,0.45,https://fbref.com/en/players/32d787c2/Issiar-Dia
2017,Nice,Ligue 1,Wylan Cyprien,FRA,MF,21,1995,29,27,2431,27,8,3,8,0,0,2,0,0.3,0.11,0.41,0.3,0.41,https://fbref.com/en/players/3e092724/Wylan-Cyprien
2017,Roma,Serie A,Stephan El Shaarawy,ITA,"MF,FW",23,1992,32,19,1630,18.1,8,3,8,0,0,0,0,0.44,0.17,0.61,0.44,0.61,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy
2017,Villarreal,La Liga,Nicola Sansone,ITA,FW,24,1991,32,25,2115,23.5,8,3,7,1,1,7,0,0.34,0.13,0.47,0.3,0.43,https://fbref.com/en/players/7eb97a8e/Nicola-Sansone
2018,Bournemouth,Premier League,Joshua King,NOR,"MF,FW",25,1992,33,27,2453,27.3,8,3,6,2,2,3,0,0.29,0.11,0.4,0.22,0.33,https://fbref.com/en/players/43458538/Joshua-King
2018,Espanyol,La Liga,Léo Baptistão,BRA,"FW,MF",24,1992,36,31,2677,29.7,8,3,8,0,0,4,0,0.27,0.1,0.37,0.27,0.37,https://fbref.com/en/players/35f6db55/Leo-Baptistao
2019,Bologna,Serie A,Federico Santander,PAR,FW,27,1991,32,23,2065,22.9,8,3,8,0,0,5,0,0.35,0.13,0.48,0.35,0.48,https://fbref.com/en/players/df85d472/Federico-Santander
2019,Getafe,La Liga,Ángel Rodríguez,ESP,FW,31,1987,37,20,1819,20.2,8,3,8,0,0,4,0,0.4,0.15,0.54,0.4,0.54,https://fbref.com/en/players/8cfc2f69/Angel-Rodriguez
2019,Inter,Serie A,Ivan Perišić,CRO,"FW,MF",29,1989,34,30,2701,30,8,3,6,2,2,5,0,0.27,0.1,0.37,0.2,0.3,https://fbref.com/en/players/6fe90922/Ivan-Perisic
2019,Lille,Ligue 1,Rafael Leão,POR,FW,19,1999,24,16,1287,14.3,8,3,8,0,0,3,0,0.56,0.21,0.77,0.56,0.77,https://fbref.com/en/players/20730eae/Rafael-Leao
2019,Real Madrid,La Liga,Gareth Bale,WAL,FW,29,1989,29,21,1786,19.8,8,3,7,1,1,4,0,0.4,0.15,0.55,0.35,0.5,https://fbref.com/en/players/a58bb1e1/Gareth-Bale
2020,Atalanta,Serie A,Ruslan Malinovskyi,UKR,"MF,FW",26,1993,34,12,1535,17.1,8,3,8,0,1,7,1,0.47,0.18,0.64,0.47,0.64,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi
2020,Betis,La Liga,Joaquín,ESP,"MF,FW",38,1981,34,25,2060,22.9,8,3,6,2,3,4,0,0.35,0.13,0.48,0.26,0.39,https://fbref.com/en/players/4c5b14d2/Joaquin
2020,Valencia,La Liga,Daniel Parejo,ESP,MF,30,1989,35,35,3024,33.6,8,3,3,5,6,6,1,0.24,0.09,0.33,0.09,0.18,https://fbref.com/en/players/7460ca0d/Daniel-Parejo
2021,Augsburg,Bundesliga,André Hahn,GER,"FW,MF",29,1990,29,24,2037,22.6,8,3,8,0,0,4,0,0.35,0.13,0.49,0.35,0.49,https://fbref.com/en/players/cd82452e/Andre-Hahn
2021,Freiburg,Bundesliga,Roland Sallai,HUN,"MF,FW",23,1997,28,22,1661,18.5,8,3,7,1,1,5,0,0.43,0.16,0.6,0.38,0.54,https://fbref.com/en/players/bf075f6b/Roland-Sallai
2021,Lazio,Serie A,Joaquín Correa,ARG,FW,25,1994,28,25,1933,21.5,8,3,7,1,1,3,1,0.37,0.14,0.51,0.33,0.47,https://fbref.com/en/players/45b9b619/Joaquin-Correa
2021,Lens,Ligue 1,Florian Sotoca,FRA,FW,29,1990,33,28,2413,26.8,8,3,6,2,2,7,0,0.3,0.11,0.41,0.22,0.34,https://fbref.com/en/players/7a42d0df/Florian-Sotoca
2021,M'Gladbach,Bundesliga,Marcus Thuram,FRA,FW,22,1997,29,20,1731,19.2,8,3,8,0,0,3,1,0.42,0.16,0.57,0.42,0.57,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram
2021,RB Leipzig,Bundesliga,Marcel Sabitzer,AUT,MF,26,1994,27,24,2026,22.5,8,3,4,4,4,8,0,0.36,0.13,0.49,0.18,0.31,https://fbref.com/en/players/e280527c/Marcel-Sabitzer
2021,Real Sociedad,La Liga,Portu,ESP,"FW,MF",28,1992,37,24,2184,24.3,8,3,8,0,0,3,0,0.33,0.12,0.45,0.33,0.45,https://fbref.com/en/players/1bda5842/Portu
2010,Fulham,Premier League,Clint Dempsey,USA,"FW,MF",26,1983,29,27,2391,26.6,7,3,6,1,1,1,0,0.26,0.11,0.38,0.23,0.34,https://fbref.com/en/players/523d9de6/Clint-Dempsey
2010,Le Mans,Ligue 1,Modibo Maïga,MLI,"FW,MF",21,1987,32,23,2055,22.8,7,3,7,0,0,4,1,0.31,0.13,0.44,0.31,0.44,https://fbref.com/en/players/a546477d/Modibo-Maiga
2010,Parma,Serie A,Davide Lanzafame,ITA,"FW,MF",22,1987,27,14,1352,15,7,3,7,0,0,4,0,0.47,0.2,0.67,0.47,0.67,https://fbref.com/en/players/7de27356/Davide-Lanzafame
2010,Valenciennes,Ligue 1,Johan Audel,MTQ,"FW,MF",25,1983,26,20,1763,19.6,7,3,7,0,0,5,0,0.36,0.15,0.51,0.36,0.51,https://fbref.com/en/players/216f70c6/Johan-Audel
2010,West Ham,Premier League,Alessandro Diamanti,ITA,"FW,MF",26,1983,27,18,1815,20.2,7,3,3,4,5,5,0,0.35,0.15,0.5,0.15,0.3,https://fbref.com/en/players/cb5af1af/Alessandro-Diamanti
2011,Almería,La Liga,Kalu Uche,NGA,"FW,MF",27,1982,32,26,2213,24.6,7,3,7,0,1,3,0,0.28,0.12,0.41,0.28,0.41,https://fbref.com/en/players/6cc97b1d/Kalu-Uche
2011,Athletic Club,La Liga,Gaizka Toquero,ESP,"FW,MF",25,1984,30,26,2060,22.9,7,3,7,0,2,4,0,0.31,0.13,0.44,0.31,0.44,https://fbref.com/en/players/b78144a6/Gaizka-Toquero
2011,Fiorentina,Serie A,Alessio Cerci,ITA,"FW,MF",23,1987,24,17,1369,15.2,7,3,7,0,0,2,0,0.46,0.2,0.66,0.46,0.66,https://fbref.com/en/players/5370cba7/Alessio-Cerci
2011,Getafe,La Liga,Pedro Ríos,ESP,MF,28,1981,31,27,2218,24.6,7,3,7,0,0,5,0,0.28,0.12,0.41,0.28,0.41,https://fbref.com/en/players/96ef8f9f/Pedro-Rios
2011,Leverkusen,Bundesliga,Sidney Sam,GER,"FW,MF",22,1988,30,26,2157,24,7,3,7,0,0,4,0,0.29,0.13,0.42,0.29,0.42,https://fbref.com/en/players/988d81bd/Sidney-Sam
